Game,Rematch,City,Gym Leader,Pokemon Name,Pokemon Type,Pokemon Level,Pokemon Counters,Pokemon Countered By,Gym Badge,Gym Entry Requirement
Let's go Pikachu/Eevee,Yes,Cinnabar Island,Blaine,Magmar,Fire,56,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Cinnabar Island,Blaine,Rapidash,Fire,56,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Cinnabar Island,Blaine,Ninetales,Fire,56,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Cinnabar Island,Blaine,Flareon,Fire,56,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Cinnabar Island,Blaine,Arcanine,Fire,57,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Viridian,Blue,Tauros,Normal,66,Ghost,Fighting,None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Viridian,Blue,Gyarados,"Water, Flying",66,"Fighting, Bug, Steel, Fire, Water, Ground","Electric, Rock",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Viridian,Blue,Aerodactyl,"Rock, Flying",66,"Ground, Normal, Flying, Poison, Bug, Fire","Rock, Steel, Water, Electric, Ice",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Viridian,Blue,Alakazam,Psychic,66,"Fighting, Psychic","Bug, Ghost, Dark ",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Viridian,Blue,Exeggutor,"Grass, Psychic",66,"Fighting, Ground, Water, Grass, Electric, Pyschic","Bug, Flying, Poison, Ghost, Fire, Ice, Dark",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Viridian,Blue,Charizard,"Fire, Flying",68,"Ground, Fighting, Steel, Fire, Fairy, Bug, Grass","Rock, Water, Electric",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lorelei,Dewgong,"Water, Ice",61,"Water, Ice","Fighting, Rock, Grass, Electric",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lorelei,Jynx,"Ice, Psychic",61,"Psychic, Ice","Rock, Bug, Ghost, Steel, Fire, Dark",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lorelei,Cloyster,"Water, Ice",61,"Water, Ice","Fighting, Rock, Grass, Electric",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lorelei,Slowbro,"Water, Psychic",61,"Fighting, Steel, Fire, Water, Psychic, Ice","Bug, Ghost, Grass, Electric, Dark",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lorelei,Sandslash - Alola Form,"Ice, Steel",61,"Normal, Flying, Bug, Grass, Psychic, Dragon, Fairy, Poison, Ice","Fighting, Ground, Fire",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lorelei,Lapras,"Water, Ice",62,"Water, Ice","Fighting, Rock, Grass, Electric",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Bruno,Onix,"Rock, Ground",62,"Normal, Flying, Rock, Fire, Poison, Electric","Water, Grass, Fighting, Ground, Steel, Ice",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Bruno,Hitmonlee,Fighting,62,"Rock, Bug, Dark","Flying, Psychic, Fairy",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Bruno,Hitmonchan,Fighting,62,"Rock, Bug, Dark","Flying, Psychic, Fairy",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Bruno,Poliwrath,"Water, Fighting",62,"Rock, Bug, Steel, Fire, Water, Ice, Dark","Flying, Grass, Electric, Psychic, Fairy",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Bruno,Golem - Alola Form,"Rock, Electric",62,"Normal, Poison, Fire, Electric, Flying","Ground, Fighting, Water, Grass",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Bruno,Machamp,Fighting,63,"Rock, Bug, Dark","Flying, Psychic, Fairy",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Agatha,Arbok,Poison ,63,"Fighting, Poison, Bug, Grass, Fairy","Ground, Psychic",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Agatha,Gengar,"Ghost, Poison",63,"Grass, Fairy, Normal, Poison, Bug, Fighting","Ground, Ghost, Psychic, Dark",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Agatha,Golbat,"Poison, Flying",63,"Ground, Poison, Fairy, Fighting, Bug, Grass","Rock, Electric, Psychic, Ice",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Agatha,Weezing,Poison ,63,"Fighting, Poison, Bug, Grass, Fairy","Ground, Psychic",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Agatha,Marowak - Alola Form,"Fire, Ghost",63,"Poison, Steel, Grass, Ice, Fairy, Normal, Fighting, Bug","Ground, Rock, Ghost, Water, Dark",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Agatha,Gengar,"Ghost, Poison",64,"Grass, Fairy, Normal, Poison, Bug, Fighting","Ground, Ghost, Psychic, Dark",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lance,Seadra,Water,64,"Steel, Fire, Water, Ice","Grass, Electric",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lance,Aerodactyl,"Rock, Flying",64,"Ground, Normal, Flying, Poison, Bug, Fire","Rock, Steel, Water, Electric, Ice",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lance,Gyarados,"Water, Flying",64,"Fighting, Bug, Steel, Fire, Water, Ground","Electric, Rock",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lance,Exeggutor - Alola Form,"Grass, Dragon",64,"Ground, Water, Grass, Electric","Ice, Flying, Poison, Bug, Dragon, Fairy",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lance,Mega Charizard X,"Fire, Flying",64,"Bug, Steel, Electric, Fire, Grass","Ground, Rock, Dragon",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Lance,Dragonite,"Dragon, Flying",64,"Fighting, Bug, Fire, Water, Ground, Grass","Ice, Rock, Dragon, Fairy",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Rival,Pidgeot,"Normal, Flying",64,"Bug, Grass, Ground, Ghost","Rock, Electric, Ice",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Rival,Vileplume,"Grass, Poison",64,"Fighting, Water, Electric, Fairy, Grass","Flying, Fire, Psychic, Ice",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Rival,Marowak,Ground,64,"Poison, Rock, Electric","Water, Grass, Ice",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Rival,Rapidash,Fire,64,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Rival,Slowbro,"Water, Psychic",64,"Fighting, Steel, Fire, Water, Psychic, Ice","Bug, Ghost, Grass, Electric, Dark",None,Beaten Elite 4
Let's go Pikachu/Eevee,Yes,Indigo Plateau,Rival,Jolteon/Raichu,Electric,67,"Flying, Steel, Electric",Ground,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Oreburgh City,Roark,Tyranitar,"Rock, Dark",68,"Normal, Flying, Poison, Ghost, Fire, Dark, Psychic","Fighting, Ground, Bug, Steel, Water, Grass, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Oreburgh City,Roark,Aerodactyl,"Rock, Flying",66,"Ground, Normal, Flying, Poison, Bug, Fire","Rock, Steel, Water, Electric, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Oreburgh City,Roark,Armaldo,"Rock, Bug",70,"Normal, Poison","Rock, Steel, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Oreburgh City,Roark,Proboopass,"Rock, Steel",68,"Fighting, Ground, Water","Rock, Bug, Psychic, Ice, Dragon, Fairy, Normal, Flying, Poison",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Oreburgh City,Roark,Relicanth,"Water, Rock",64,"Normal, Flying, Poison, Ice, Fire","Grass, Fighting, Ground, Electric",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Oreburgh City,Roark,Rampardos,Rock,72,"Normal, Flying, Poison, Fire","Fighting, Ground, Steel, Water, Grass",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Eterna,Gardenia,Jumpluff,"Grass, Flying",66,"Fighting, Water, Grass, Ground","Ice, Flying, Poison, Rock, Fire",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Eterna,Gardenia,Sunflora,Grass,70,"Ground, Water, Grass, Electric","Flying, Poison, Bug, Fire, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Eterna,Gardenia,Cherrim,Grass,69,"Ground, Water, Grass, Electric","Flying, Poison, Bug, Fire, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Eterna,Gardenia,Breloom,"Grass, Fighting",68,"Ground, Rock, Water, Grass, Electric, Dark","Flying, Poison, Fire, Psychic, Ice, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Eterna,Gardenia,Torterra,"Grass, Ground",68,"Ground, Rock, Electric","Ice, Flying, Bug, Fire",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Eterna,Gardenia,Roserade,"Grass, Poison",72,"Fighting, Water, Electric, Fairy, Grass","Flying, Fire, Psychic, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Veilstone,Maylene,Hitmontop,Fighting,64,"Rock, Bug, Dark","Flying, Psychic, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Veilstone,Maylene,Breloom,"Grass, Fighting",66,"Ground, Rock, Water, Grass, Electric, Dark","Flying, Poison, Fire, Psychic, Ice, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Veilstone,Maylene,Heracross,"Bug, Fighting",68,"Fighting, Ground, Bug, Grass, Dark","Flying, Fire, Psychic, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Veilstone,Maylene,Infernape,"Fire, Fighting",70,"Steel, Fire, Grass, Ice, Dark, Bug","Flying, Ground, Water, Psychic",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Veilstone,Maylene,Medicham,"Fighting, Psychic",72,"Fighting, Rock","Flying, Ghost, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Veilstone,Maylene,Lucario,"Fighting, Steel",74,"Normal, Steel, Grass, Ice, Dragon, Dark, Poison, Rock, Bug","Fighting, Ground, Fire",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Pastoria,Crasher Wake,Politoed,Water,68,"Steel, Fire, Water, Ice","Grass, Electric",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Pastoria,Crasher Wake,Kingdra,"Water, Dragon",68,"Steel, Fire, Water","Dragon, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Pastoria,Crasher Wake,Ludicolo,"Water, Grass",68,"Ground, Steel, Water","Flying, Poison, Bug",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Pastoria,Crasher Wake,Huntail,Water,70,"Steel, Fire, Water, Ice","Grass, Electric",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Pastoria,Crasher Wake,Gyarados,"Water, Flying",70,"Fighting, Bug, Steel, Fire, Water, Ground","Electric, Rock",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Pastoria,Crasher Wake,Floatzel,Water,72,"Steel, Fire, Water, Ice","Grass, Electric",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Hearthome,Fantina,Drifblim,"Ghost, Flying",68,"Poison, Grass, Normal, Ground, Bug, Fighting","Rock, Ghost, Electric, Ice, Dark",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Hearthome,Fantina,Banette,Ghost,65,"Poison, Bug, Normal, Fighting","Ghost, Dark",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Hearthome,Fantina,Dusknoir,Ghost,70,"Poison, Bug, Normal, Fighting","Ghost, Dark",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Hearthome,Fantina,Mismagius,Ghost,70,"Poison, Bug, Fairy, Fighting","Ghost, Dark",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Hearthome,Fantina,Froslass,"Ice, Ghost",72,"Fighting, Poison, Bug, Ice, Normal","Rock, Ghost, Steel, Fire, Dark",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Hearthome,Fantina,Gengar,"Ghost, Poison",72,"Grass, Fairy, Normal, Poison, Bug, Fighting","Ground, Ghost, Psychic, Dark",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Canalave,Byron,Skarmory,"Steel, Flying",69,"Rock, Bug, Psychic, Ice, Dragon, Fairy, Normal, Flying, Poison","Fighting, Ground, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Canalave,Byron,Steelix,"Steel, Ground",69,"Normal, Flying, Bug, Steel, Psychic, Dragon, Fairy, Rock, Electric, Poison","Fighting, Ground, Fire, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Canalave,Byron,Magnezone,"Electric, Steel",70,"Normal, Rock, Bug, Grass, Electric, Psychic, Ice, Dragon, Fairy, Flying, Poison, Steel","Ground, Fire, Fire",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Canalave,Byron,Empoleon,"Water, Steel",70,"Normal, Rock, Bug, Grass, Electric, Psychic, Ice, Dragon, Fairy, Flying, Poison, Steel","Fighting, Ground, Electric",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Canalave,Byron,Aggron,"Steel, Rock",72,"Rock, Bug, Psychic, Ice, Dragon, Fairy, Normal, Flying, Poison","Fighting, Ground, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Canalave,Byron,Bastiodon,"Rock, Steel",72,"Rock, Bug, Psychic, Ice, Dragon, Fairy, Normal, Flying, Poison","Fighting, Ground, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Snowpoint,Candice,Abomasnow,"Grass, Ice",68,"Ground, Water, Grass, Electric","Fire, Flying, Poison, Rock, Bug, Steel",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Snowpoint,Candice,Jynx,"Ice, Psychic",70,"Psychic, Ice","Rock, Bug, Ghost, Steel, Fire, Dark",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Snowpoint,Candice,Mamoswine,"Ice, Ground",68,"Poison, Electric","Fighting, Steel, Fire, Water, Grass",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Snowpoint,Candice,Froslass,"Ice, Ghost",70,"Fighting, Poison, Bug, Ice, Normal","Rock, Ghost, Steel, Fire, Dark",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Snowpoint,Candice,Glaceon,Ice,70,Ice,"Fighting, Rock, Steel, Fire",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Snowpoint,Candice,Weavile,"Dark, Ice",72,"Ghost, Ice, Dark, Pyschic","Fighting, Rock, Bug, Steel, Fire, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Sunyshore,Volkner,Pelipper,"Water, Flying",70,"Fighting, Bug, Steel, Fire, Water, Ground","Electric, Rock",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Sunyshore,Volkner,Raichu,Electric,70,"Flying, Steel, Electric",Ground,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Sunyshore,Volkner,Luxray,Electric,70,"Flying, Steel, Electric",Ground,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Sunyshore,Volkner,Lanturn,"Water, Electric",66,"Flying, Fire, Water, Ice, Steel","Ground, Grass",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Sunyshore,Volkner,Jolteon,Electric,68,"Flying, Steel, Electric",Ground,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes,Sunyshore,Volkner,Electivire,Electric,75,"Flying, Steel, Electric",Ground,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Aaron,Yanmega,"Bug, Flying",65,"Bug, Fighting, Grass, Ground","Rock, Flying, Fire, Electric, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Aaron,Scizor,"Bug, Steel",65,"Normal, Bug, Steel, Psychic, Ice, Dragon, Fairy, Poison, Grass",Fire,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Aaron,Vespiquen,"Bug, Flying",66,"Bug, Fighting, Grass, Ground","Rock, Flying, Fire, Electric, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Aaron,Heracross,"Bug, Fighting",67,"Fighting, Ground, Bug, Grass, Dark","Flying, Fire, Psychic, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Aaron,Drapion,"Poison, Dark",69,"Psychic, Poison, Ghost, Grass, Dark",Ground,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Aaron,Yanmega,"Bug, Flying",75,"Bug, Fighting, Grass, Ground","Rock, Flying, Fire, Electric, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Aaron,Scizor,"Bug, Steel",75,"Normal, Bug, Steel, Psychic, Ice, Dragon, Fairy, Poison, Grass",Fire,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Aaron,Vespiquen,"Bug, Flying",77,"Bug, Fighting, Grass, Ground","Rock, Flying, Fire, Electric, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Aaron,Heracross,"Bug, Fighting",77,"Fighting, Ground, Bug, Grass, Dark","Flying, Fire, Psychic, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Aaron,Flygon,"Ground, Dragon",75,"Poison, Rock, Fire, Electric","Ice, Dragon , Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Aaron,Drapion,"Poison, Dark",79,"Psychic, Poison, Ghost, Grass, Dark",Ground,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Bertha,Whiscash,"Water, Ground",66,"Electric, Poison, Rock, Steel, Fire",Grass,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Bertha,Gliscor,"Ground, Flying",69,"Electric, Fighting, Poison, Bug, Ground","Ice, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Bertha,Golem,"Rock, Ground",68,"Normal, Flying, Rock, Fire, Poison, Electric","Water, Grass, Fighting, Ground, Steel, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Bertha,Hippowdon,Ground,68,"Poison, Rock, Electric","Water, Grass, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Bertha,Rhyperior,"Ground, Rock",71,"Normal, Flying, Rock, Fire, Poison, Electric","Water, Grass, Fighting, Ground, Steel, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Bertha,Whiscash,"Water, Ground",76,"Electric, Poison, Rock, Steel, Fire",Grass,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Bertha,Gliscor,"Ground, Flying",79,"Electric, Fighting, Poison, Bug, Ground","Ice, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Bertha,Nidoking,"Poison, Ground",78,"Fighting, Rock, Bug, Fairy, Poison, Electric","Ground, Water, Psychic, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Bertha,Hippowdon,Ground,78,"Poison, Rock, Electric","Water, Grass, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Bertha,Mamoswine,"Ice, Ground",78,"Poison, Electric","Fighting, Steel, Fire, Water, Grass",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Bertha,Rhyperior,"Ground, Rock",81,"Normal, Flying, Rock, Fire, Poison, Electric","Water, Grass, Fighting, Ground, Steel, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Flint,Houndoom,"Dark, Fire",68,"Ghost, Steel, Fire, Grass, Ice, Dark, Psychic","Fighting, Ground, Rock, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Flint,Flareon,Fire,71,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Flint,Rapidash,Fire,69,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Flint,Infernape,"Fire, Fighting",71,"Steel, Fire, Grass, Ice, Dark, Bug","Flying, Ground, Water, Psychic",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Flint,Magmortar,Fire,73,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Flint,Ninetales,Fire,78,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Flint,Houndoom,"Dark, Fire",78,"Ghost, Steel, Fire, Grass, Ice, Dark, Psychic","Fighting, Ground, Rock, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Flint,Rapidash,Fire,79,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Flint,Infernape,"Fire, Fighting",81,"Steel, Fire, Grass, Ice, Dark, Bug","Flying, Ground, Water, Psychic",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Flint,Arcanine,Fire,81,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Flint,Magmortar,Fire,83,"Bug, Steel, Fire, Grass, Ice, Fairy","Ground, Rock, Water",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Lucian,Mr. Mime,"Psychic, Fairy",69,"Psychic, Fighting, Dragon","Poison, Ghost, Steel",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Lucian,Espeon,Psychic,71,"Fighting, Psychic","Bug, Ghost, Dark ",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Lucian,Bronzong,"Steel, Psychic",70,"Normal, Flying, Rock, Steel, Grass, Ice, Dragon, Fairy, Poison, Psychic","Ground, Ghost, Fire, Dark",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Lucian,Alakazam,Psychic,72,"Fighting, Psychic","Bug, Ghost, Dark ",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Lucian,Gallade,"Psychic, Fighting",75,"Fighting, Rock","Flying, Ghost, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Lucian,Mr. Mime,"Psychic, Fairy",79,"Psychic, Fighting, Dragon","Poison, Ghost, Steel",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Lucian,Espeon,Psychic,81,"Fighting, Psychic","Bug, Ghost, Dark ",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Lucian,Bronzong,"Steel, Psychic",80,"Normal, Flying, Rock, Steel, Grass, Ice, Dragon, Fairy, Poison, Psychic","Ground, Ghost, Fire, Dark",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Lucian,Alakazam,Psychic,82,"Fighting, Psychic","Bug, Ghost, Dark ",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Lucian,Slowbro,"Water, Psychic",82,"Fighting, Steel, Fire, Water, Psychic, Ice","Bug, Ghost, Grass, Electric, Dark",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - Second Time,Pokemon League Elite Four,Lucian,Gallade,"Psychic, Fighting",85,"Fighting, Rock","Flying, Ghost, Fairy",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Champion - Cynthia,Spiritomb,"Ghost, Dark",74,"Fighting, Poison, Normal, Psychic",Fairy,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Champion - Cynthia,Roserade,"Grass, Poison",74,"Fighting, Water, Electric, Fairy, Grass","Flying, Fire, Psychic, Ice",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Champion - Cynthia,Togekiss,"Water, Ground",76,"Electric, Poison, Rock, Steel, Fire",Grass,None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Champion - Cynthia,Lucario,"Fighting, Steel",76,"Normal, Steel, Grass, Ice, Dragon, Dark, Poison, Rock, Bug","Fighting, Ground, Fire",None,Beaten Elite 4
Brilliant Diamond/Shining Pearl,Yes - First Time,Pokemon League Elite Four,Champion - Cynthia,Milotic,Water,74,"Steel, Fire, Water, Ice","Grass, Electric",None,Beaten Elite 4
